HD135,Alliaria petiolata,Tilia americana,Agrimonia pubescens,Arisaema triphyllum,Parthenocissus quinquefolia,Circaea lutetiana,Fraxinus pennsylvanica,Erythronium albidum,Geum canadense,,,,,,,,,,,,,,,,,,,,,,,,,
KK121,Alliaria petiolata,Celtis occidentalis,0,Hackelia virginiana,Polygonum scandens,Phytolacca americana,Ambrosia trifida,Floerkea proserpinacoides,Solanum dulcamara,,,,,,,,,,,,,,,,,,,,,,,,,
KK122,Malus sieboldii,Lysimachia ciliata,Carex sp.,Ranunculus hispidus,Fraxinus pennsylvanica,Impatiens sp.,Ambrosia trifida,Rhamnus cathartica,Phalaris arundinacea,,,,,,,,,,,,,,,,,,,,,,,,,
N128,Cercis canadensis,Tilia americana,Solidago flexicaulis,Carex hirtifolia,Acer saccharum,Fraxinus sp.,Quercus rubra,Floerkea proserpinacoides,Rumex sp.,,,,,,,,,,,,,,,,,,,,,,,,,
N144,Dodecatheon meadia,Carex sp.,Coronilla varia,Viola sp.,Rosa carolina,Silphium integrifolium,Geum canadense,Rhamnus cathartica,0,,,,,,,,,,,,,,,,,,,,,,,,,
NN114,Tilia americana,Carex sp.,Rhamnus cathartica,Fraxinus sp.,Ulmus americana,Galium aparine,Symphyotrichum drummondii,Geum canadense,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,,,,
OO103,No trees,Solidago altissima,Poa pratensis,Unidentified shrub,Viola sp.,Bromus inermis,Symphyotrichum drummondii,Agrimonia gryposepala,0,,,,,,,,,,,,,,,,,,,,,,,,,
Q96,Trillium recurvatum,Prunus virginiana,Symphyotrichum sp.,Arisaema triphyllum,Ulmus americana,Quercus alba,Impatiens sp.,Quercus macrocarpa,0,,,,,,,,,,,,,,,,,,,,,,,,,
RR126,Alliaria petiolata,Lonicera maackii,Acer negundo,Arisaema triphyllum,Ulmus americana,Circaea lutetiana,Morus alba,Impatiens capensis,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,
RR138,Toxicondendron radicans,Lonicera maackii,Fraxinus sp.,Parthenocissus quinquefolia,Ribes missouriense,Circaea lutetiana,Erythronium albidum,Cardamine concatenata,Crataegus sp.,,,,,,,,,,,,,,,,,,,,,,,,,
S134,Tilia americana,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Circaea lutetiana,Cardamine concatenata,Impatiens capensis,Rhamnus cathartica,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,,
T127,Asimina triloba,Tilia americana,Acer saccharum,Solidago ulmifolia,Impatiens sp.,Galium aparine,Erythronium albidum,Cardamine concatenata,Phlox divaricata,,,,,,,,,,,,,,,,,,,,,,,,,
T75,Toxicondendron radicans,Acer saccharum,Quercus rubra,Parthenocissus quinquefolia,Geranium maculatum,Quercus alba,Prunus serotina,Circaea lutetiana,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,,
TT131,Alliaria petiolata,Tilia americana,Acer saccharum,Lonicera maackii,MAIRAC,Prunus serotina,Quercus rubra,Unidentified,Galium aparine,,,,,,,,,,,,,,,,,,,,,,,,,
TT145,Alliaria petiolata,Carex jamesii,Smilacina racemosa,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Fraxinus pennsylvanica,Crataegus sp.,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,,,
U125,Trillium recurvatum,Tilia americana,Anemonella thalictroides,Acer saccharum,Ostrya virginiana,Quercus rubra,Geranium maculatum,Ranunculus hispidus,Symphyotrichum shortii,,,,,,,,,,,,,,,,,,,,,,,,,
V113,Trillium recurvatum,Unidentified forb,Juglans nigra,Acer saccharum,Quercus alba,Unidentified,Cardamine concatenata,Fraxinus americana,0,,,,,,,,,,,,,,,,,,,,,,,,,
V114,Alliaria petiolata,Claytonia virginica,Acer saccharum,Circaea lutetiana,Impatiens sp.,Erythronium albidum,Quercus macrocarpa,0,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,,,
V76,Alliaria petiolata,Rubus occidentalis,Acer saccharum,Quercus rubra,Parthenocissus quinquefolia,Geranium maculatum,Glechoma hederacea,Circaea lutetiana,0,,,,,,,,,,,,,,,,,,,,,,,,,
VV122,Alliaria petiolata,Acer saccharum,Lonicera maackii,Acer platanoides,Acer negundo,Prunus serotina,Unidentified,Fraxinus pennsylvanica,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,,
W112,Ulmus rubra,Anemone quinquefolia,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Geranium maculatum,Erythronium albidum,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,,
X143,Symphyotrichum lanceolatum,Dipsacus sylvestris,Carex sp.,Geum sp.,Bidens sp.,Rumex crispus,Taraxacum officinale,Juncus sp.,0,,,,,,,,,,,,,,,,,,,,,,,,,
XX147,Rubus occidentalis,Prunus virginiana,Ribes sp.,Lonicera maackii,Polygonatum biflorum,Parthenocissus quinquefolia,Circaea lutetiana,Sanguinaria canadensis,Quercus macrocarpa,,,,,,,,,,,,,,,,,,,,,,,,,
Y128,Asarum canadense,Tilia americana,Claytonia virginica,Acer saccharum,Mertensia virginica,Erythronium albidum,Quercus macrocarpa,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,,
AZ133,Rubus occidentalis,Prunus virginiana,Lonicera maackii,Fraxinus sp.,Ulmus americana,Erythronium albidum,Gymnocladus dioica,Rhamnus cathartica,Taraxacum officinale,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,,
AZ138,Festuca elatior,Elymus villosus,Poa pratensis,Carex sp.,Allium vineale,Symphyotrichum lateriflorum,Unidentified,Symphyotrichum drummondii,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,,,
C105,Helianthus grosseserratus,Agrimonia sp.,Solidago altissima,Achillea millefolium,Cirsium sp.,Galium aparine,Daucus carota,Barbarea vulgaris,0,Unidentified grass,,,,,,,,,,,,,,,,,,,,,,,,
CC123,Alliaria petiolata,Claytonia virginica,Carex sp.,Acer saccharum,Ulmus americana,Circaea lutetiana,Impatiens sp.,Erythronium albidum,Carya cordiformis,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,
CC144,Alliaria petiolata,Ulmus rubra,Fraxinus sp.,Parthenocissus quinquefolia,Prunus serotina,Ulmus americana,Circaea lutetiana,Unidentified,Morus sp.,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,
CC97,Alliaria petiolata,Tilia americana,Smilacina racemosa,Claytonia virginica,Acer saccharum,Arisaema triphyllum,Osmorhiza sp.,Quercus alba,Erythronium albidum,0,,,,,,,,,,,,,,,,,,,,,,,,
EE120,Claytonia virginica,Acer saccharum,Ostrya virginiana,Prunus serotina,Ribes missouriense,Quercus alba,Circaea lutetiana,Allium canadense,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,
F134,Alliaria petiolata,Polygonum sp.,Viburnum opulus,Ulmus rubra,Tilia americana,Acer saccharum,Ulmus americana,Circaea lutetiana,Impatiens capensis,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,
GG140,Alliaria petiolata,Trillium recurvatum,Tilia americana,Polygonum biflorum,Lonicera maackii,Acer saccharum,Unidentified,Erythronium albidum,Impatiens capensis,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,
HB129,Alliaria petiolata,Tilia americana,Juglans nigra,Lonicera maackii,Fraxinus sp.,Arisaema triphyllum,Allium sp.,Circaea lutetiana,Morus alba,Geum canadense,,,,,,,,,,,,,,,,,,,,,,,,
HD142,Quercus ellipsoidalis,Tilia americana,Acer saccharum,Lonicera maackii,Rosa multiflora,Prunus serotina,Unidentified,Erythronium albidum,Quercus macrocarpa,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,
HH116,Alliaria petiolata,Trillium recurvatum,Claytonia virginica,Parthenocissus sp.,Rubus allegheniensis,Prunus serotina,Quercus alba,Ulmus americana,Circaea lutetiana,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,,
II87,Alliaria petiolata,Claytonia virginica,Eupatorium rugosum,Acer saccharum,Osmorhiza sp.,Parthenocissus quinquefolia,Quercus alba,Circaea lutetiana,Impatiens sp.,0,,,,,,,,,,,,,,,,,,,,,,,,
JJ114,Tilia americana,Smilacina racemosa,Anemonella thalictroides,Acer saccharum,Arisaema triphyllum,Geranium maculatum,Quercus alba,Circaea lutetiana,Hackelia virginiana,Carya cordiformis,,,,,,,,,,,,,,,,,,,,,,,,
JJ129,Toxicondendron radicans,Phalaris arundinacea,Lonicera maackii,Acer saccharum,Acer negundo,Ranunculus hispidus,Impatiens sp.,Rhamnus cathartica,Symphyotrichim lateriflorus,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,,,
JJ140,Alliaria petiolata,Ulmus rubra,Tilia americana,Prunus serotina,Unidentified,Erythronium albidum,Cardamine concatenata,Impatiens capensis,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,,
M118,Ulmus rubra,Tilia americana,Prunus virginiana,Acer saccharum,Geranium maculatum,Quercus alba,Allium canadense,Erythronium albidum,Cardamine concatenata,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,,
O136,Ulmus rubra,Asarum canadense,Tilia americana,Acer saccharum,Fraxinus sp.,Quercus rubra,Rosa sp.,Lythrum alatum,Impatiens capensis,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,,,
QQ133,Tilia americana,Smilacina racemosa,Acer saccharum,Claytonia virginica,Lonicera maackii,Quercus rubra,Prunus serotina,Unidentified,Erythronium albidum,Cardamine concatenata,,,,,,,,,,,,,,,,,,,,,,,,
RR129,Alliaria petiolata,Tilia americana,Ulmus pumila,Robinia pseudoacacia,Carex sp.,Lonicera maackii,Arisaema triphyllum,Unidentified,Cardamine concatenata,Morus alba,,,,,,,,,,,,,,,,,,,,,,,,
S86,Alliaria petiolata,Viola sororia,Eupatorium rugosum,Ostrya virginiana,Quercus alba,Solidago ulmifolia,Erythronium albidum,Allium canadense,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,,,
SS141,Thelypteris palustris,Tilia americana,Acer negundo,Arisaema triphyllum,Parthenocissus quinquefolia,Berberis thunbergii,Ulmus americana,Fraxinus pennsylvanica,Impatiens capensis,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,,,
SS142,Quercus ellipsoidalis,Ulmus rubra,Tilia americana,Lonicera maackii,Fraxinus sp.,Parthenocissus quinquefolia,Quercus alba,Ulmus americana,Unidentified,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,,
T114,Acer saccharum,Fraxinus sp.,Celtis occidentalis,Circaea lutetiana,Impatiens sp.,Erythronium albidum,Cardamine concatenata,Quercus macrocarpa,0,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,,
TT143,Ulmus rubra,Tilia americana,Acer negundo,Fraxinus sp.,Glyceria striata,Ulmus americana,Unidentified,Scutellaria lateriflora,Impatiens capensis,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,,,
V111,Anemone quinquefolia,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Quercus alba,Erythronium albidum,Cardamine concatenata,Dicentra cucullaria,0,,,,,,,,,,,,,,,,,,,,,,,,
WW130,Trillium recurvatum,Alliaria petiolata,Tilia americana,Juglans nigra,Carex sp.,Lonicera maackii,Arisaema triphyllum,Ulmus americana,Quercus rubra,Fraxinus pennsylvanica,,,,,,,,,,,,,,,,,,,,,,,,
XX125,Alliaria petiolata,Acer saccharum,Viola sororia,Lonicera maackii,Acer negundo,Acer platanoides,Circaea lutetiana,Unidentified,Morus alba,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,,
Z86,Alliaria petiolata,Juglans nigra,Solidago altissima,Ranunculus hispidus,Hackelia virginiana,Impatiens sp.,Geum canadense,Eupatorium purpureum,0,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,,
A107,Daucus carota,Potentilla recta,Monarda fistulosa,Solidago altissima,Silphium laciniatum,Cirsium arvense,Coronilla varia,Coreopsis tripteris,Silphium integrifolium,0,Unidentified grass,,,,,,,,,,,,,,,,,,,,,,,
A121,Juglans nigra,Solidago altissima,Carex sp.,Ostrya virginiana,Polygonatum biflorum,Allium cernuum,Galium triflorum,Celastrus orbiculatus,Solidago ulmifolia,Allium canadense,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,,
AA114,Crataegus sp.,Composite sp.,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Fraxinus pennsylvanica,Erythronium albidum,Sanguinaria canadensis,Dactylis glomerata,Cerastrium sp.,,,,,,,,,,,,,,,,,,,,,,,
BB107,Alliaria petiolata,Agrononia sp.,Acer saccharum,Quercus alba,Solidago ulmifolia,Circaea lutetiana,Daucus carota,Symphyotrichum drummondii,Dactylis glomerata,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,,
BB144,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Parthenocissus quinquefolia,Unk. Vine,Celtis occidentalis,Prunus serotina,Circaea lutetiana,Ulmus americana,Unidentified,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,
D117,Tilia americana,Lonicera maackii,Polygonatum biflorum,Ostrya virginiana,Fraxinus sp.,Impatiens sp.,Erythronium albidum,Phellodendron amurense,Symphyotrichum shortii,Geum canadense,0,,,,,,,,,,,,,,,,,,,,,,,
DD148,Unk. Grass,Tilia americana,Lonicera sp.,Acer negundo,Fraxinus sp.,Prunus serotina,Rosa sp.,Vitis riparia,Crataegus sp.,Rhamnus cathartica,0,,,,,,,,,,,,,,,,,,,,,,,
DD86,Rubus occidentalis,Sambucus canadensis,Smilacina racemosa,Juglans nigra,Acer saccharum,Ostrya virginiana,Arisaema triphyllum,Celtis occidentalis,Galium aparine,Erythronium albidum,Geum canadense,,,,,,,,,,,,,,,,,,,,,,,
F114,Lonicera tatarica,Juglans nigra,Ulmus americana,Celastrus orbiculatus,Erythronium albidum,Symphyotrichum drummondii,Quercus macrocarpa,Geum canadense,Symphyotrichum lateriflorum,Rubus sp.,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,,
FF138,Alliaria petiolata,Juglans nigra,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Prunus serotina,Ulmus americana,Unidentified,Fraxinus pennsylvanica,Crataegus sp.,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,
HA127,Gleditsia triacanthos,Ulmus rubra,Juglans nigra,Pilea pumila,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Prunus serotina,Ulmus americana,Unidentified,Morus alba,,,,,,,,,,,,,,,,,,,,,,,
HB126,Alliaria petiolata,Acer saccharum,Lonicera maackii,Carex sp.,Fraxinus sp.,Parthenocissus quinquefolia,Prunus serotina,Circaea lutetiana,Unidentified,Geum canadense,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,
HB131,Cornus sp.,Acer negundo,Lonicera maackii,Arisaema triphyllum,Parthenocissus quinquefolia,Prunus serotina,Ulmus americana,Unidentified,Erythronium albidum,Quercus macrocarpa,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,
HB143,Ulmus rubra,Tilia americana,Prunus virginiana,Lonicera maackii,Ostrya virginiana,Quercus rubra,Parthenocissus quinquefolia,Ulmus americana,Prunus serotina,Unidentified,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,,
JJ121,Trillium recurvatum,Alliaria petiolata,Claytonia virginica,Ulmus americana,0,Circaea lutetiana,Impatiens sp.,Osmorhiza claytonii,Geum canadense,Floerkea proserpinacoides,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,
JJ87,Alliaria petiolata,Trillium recurvatum,Claytonia virginica,Eupatorium rugosum,Acer saccharum,Sanicula sp.,Osmorhiza sp.,Circaea lutetiana,Impatiens sp.,Erythronium albidum,0,,,,,,,,,,,,,,,,,,,,,,,
K116,Elymus virginicus,Elymus hystrix,Acer saccharum,Acer nigrum,Quercus rubra,Ulmus americana,Unidentified sp.,Unidentified,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,
KK101,Alliaria petiolata,Ulmus rubra,Tilia americana,Rhus radicans,Quercus rubra,Fraxinus sp.,Quercus alba,Prunus serotina,Circaea lutetiana,0,Unidentified grass,,,,,,,,,,,,,,,,,,,,,,,
MM108,Trifolium repens,Poa pratensis,Glechoma hederacea,Symphyotrichum lateriflorum,Unidentified,Chrysanthemum leucanthemum,Bromus inermis,Rhamnus cathartica,Dactylis glomerata,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,,
MM114,Tilia americana,Claytonia virginica,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Ulmus americana,Quercus alba,Prunus serotina,Circaea lutetiana,Cardamine concatenata,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,
N110,Tilia americana,Solidago flexicaulis,Claytonia virginica,Lonicera maackii,Acer saccharum,Geranium maculatum,Quercus alba,Erythronium albidum,Cardamine concatenata,Fraxinus americana,Dicentra cucullaria,,,,,,,,,,,,,,,,,,,,,,,
O109,Tilia americana,Claytonia virginica,Acer saccharum,Ostrya virginiana,Geranium maculatum,Quercus alba,Acers saccharum,Erythronium albidum,Cardamine concatenata,Sanguinaria canadensis,Fraxinus americana,,,,,,,,,,,,,,,,,,,,,,,
P124,Anemone quinquefolia,Solidago flexicaulis,Acer saccharum,Uvularia grandiflora,Claytonia virginica,Ostrya virginiana,Geranium maculatum,Carex pensylvanica,Erythronium albidum,Cardamine concatenata,0,,,,,,,,,,,,,,,,,,,,,,,
T84,Trillium recurvatum,Quercus ellipsoidalis,Solidago altissima,Symphyotrichum sp.,Lonicera maackii,Polygonatum biflorum,Galium triflorum,Arisaema triphyllum,Ulmus americana,Impatiens sp.,0,,,,,,,,,,,,,,,,,,,,,,,
T87,Trillium recurvatum,Unidentified legume,Rubus allegheniensis,Geranium maculatum,Unidentified vine,Parthenocissus quinquefolia,Circaea lutetiana,Impatiens sp.,Erythronium albidum,Geum canadense,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,,
TT129,Alliaria petiolata,Ulmus rubra,Ulmus pumila,Lonicera maackii,Parthenocissus quinquefolia,Ulmus americana,Prunus serotina,Galium aparine,Morus alba,Crataegus sp.,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,,
TT137,Tilia americana,Allium tricoccum,Ostrya virginiana,Parthenocissus quinquefolia,Ulmus americana,Quercus alba,Prunus serotina,Allium canadense,Erythronium albidum,Cardamine concatenata,Impatiens capensis,,,,,,,,,,,,,,,,,,,,,,,
U130,Stylophorum diphyllum,Tilia americana,Claytonia virginica,Acer saccharum,Ostrya virginiana,Fraxinus sp.,Geranium maculatum,Quercus alba,Ranunculus hispidus,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,
Y141,Monarda fistulosa,Solidago altissima,Coronilla varia,Prunus serotina,Rosa carolina,No Trees,Actinomeris alternifolia,Rhamnus cathartica,Crataegus sp.,Phalaris arundinacea,0,,,,,,,,,,,,,,,,,,,,,,,
Z132,Juglans nigra,Acer saccharum,Claytonia virginica,Mertensia virginica,Prunus serotina,Unidentified,Impatiens sp.,Erythronium albidum,Maianthemum racemosum,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,,
Z143,Dipsacus sylvestris,Convovulus sp.,Symphyotrichum sp.,Carex sp.,Aster pilosus,Bidens sp.,Dactylis glomerata,Geum canadense,Phalaris arundinacea,Toralos sp.,0,,,,,,,,,,,,,,,,,,,,,,,
ZZ130,Ulmus rubra,Tilia americana,Circaea lutetiana canadensis,Lonicera maackii,Arisaema triphyllum,Prunus serotina,Ulmus americana,Celtis occidentalis,Unidentified,Erythronium albidum,Carya cordiformis,,,,,,,,,,,,,,,,,,,,,,,
ZZ142,Tilia americana,Prunus virginiana,Toxicondendron radicans,Polygonum biflorum,Ulmus americana,Circaea lutetiana,Fraxinus pennsylvanica,Erythronium albidum,Cardamine concatenata,Berberis thunbergii,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,,
BB115,Ambrosia artemisiifolia,Apocynum cannabinum,Monarda fistulosa,Fragaria virginiana,Solidago altissima,Poa pratensis,Parthenocissus quinquefolia,Trifolium pratense,Daucus carota,Smilax sp.,Rhamnus cathartica,Taraxacum officinale,,,,,,,,,,,,,,,,,,,,,,
BB116,Alliaria petiolata,Smilacina racemosa,Solidago flexicaulis,Anemone quinquefolia,Claytonia virginica,Allium tricoccum,Acer saccharum,Ostrya virginiana,Fraxinus pennsylvanica,Erythronium albidum,Impatiens capensis,Dicentra cucullaria,,,,,,,,,,,,,,,,,,,,,,
D123,Toxicodendron radicans,Tilia americana,Solidago altissima,Elymus hystrix,Ulmus americana,Unidentified,Impatiens sp.,Phellodendron amurense,Quercus macrocarpa,Geum canadense,Symphyotrichum lateriflorum,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,
F118,Tilia americana,Agrimonia pubescens,Claytonia virginica,Fraxinus sp.,Ulmus americana,Impatiens sp.,Erythronium albidum,Sanicula gregaria,Quercus macrocarpa,Geum canadense,Symphyotrichum lateriflorum,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,
FF91,Ulmus sp.,Viburnum opulus,Viburnum sp.,Tilia americana,Smilacina racemosa,Acer saccharum,Lonicera maackii,Arisaema triphyllum,Quercus rubra,Liriodendron tulipifera,Prunus serotina,Unidentified,,,,,,,,,,,,,,,,,,,,,,
GG121,Maianthemum racemosum,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Prunus serotina,Quercus alba,Ulmus americana,Circaea lutetiana,Galium aparine,Cardamine concatenata,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,
HA124,Ulmus rubra,Juglans nigra,Solidago altissima,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Prunus serotina,Unidentified,Fraxinus pennsylvanica,Symphyotrichum drummondii,Quercus macrocarpa,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,
HH112,Alliaria petiolata,Carex sp. #1,Tilia americana,Fraxinus sp.,Quercus alba,Circaea lutetiana,Hackelia virginiana,Carex sp. #2,Symphyotrichum drummondii,Geum canadense,Taraxacum officinale,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,
J121,Tilia americana,Agrimonia pubescens,Carex sp.,Quercus rubra,Ulmus americana,Quercus alba,Impatiens sp.,Galium aparine,Erythronium albidum,Allium canadense,Floerkea proserpinacoides,0,,,,,,,,,,,,,,,,,,,,,,
K107,Tilia americana,Anemone quinquefolia,Anemonella thalictroides,Claytonia virginica,Acer saccharum,Ostrya virginiana,Quercus rubra,Quercus alba,Hydrophyllum virginianum,Erythronium albidum,Cardamine concatenata,Unidentified grass,,,,,,,,,,,,,,,,,,,,,,
KK116,Alliaria petiolata,Tilia americana,Acer saccharum,Fraxinus sp.,Prunus serotina,Quercus alba,Circaea lutetiana,Impatiens sp.,Cardamine concatenata,Unk. composite,Geum canadense,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,
LL104,Oxalis stricta,Tilia americana,Carya cordiformis,Viola sororia,Quercus alb,Galium triflorum,Arisaema triphyllum,Quercus alba,Circaea lutetiana,Convolvulus sp.,Geum canadense,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,
OO110,Ambrosia artemisiifolia,Potentilla simplex,Viola sororia,Carex sp.,Solidago gigantea,Quercus alba,Prunella vulgaris,Chrysanthemum leucanthemum,Daucus carota,Crataegus sp.,Phalaris arundinacea,0,,,,,,,,,,,,,,,,,,,,,,
OO130,Trillium recurvatum,Alliaria petiolata,Ulmus rubra,Tilia americana,Acer saccharum,Lonicera maackii,Euonymus sp.,Prunus serotina,Ulmus americana,Celtis occidentalis,Unidentified,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,,
S111,Alliaria petiolata,Crataegus sp.,Tilia americana,Acer saccharum,Mertensia virginica,Quercus rubra,Unidentified,Impatiens sp.,Erythronium albidum,Cardamine concatenata,Geum canadense,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,
S75,Alliaria petiolata,Smilacina racemosa,Acer saccharum,Lonicera maackii,Parthenocissus quinquefolia,Rubus allegheniensis,Quercus alba,Prunus serotina,Cardamine canadensis,Unk. Shrub,Erythronium albidum,Polygonum virginianum,,,,,,,,,,,,,,,,,,,,,,
TT130,Ulmus pumila,Acer saccharum,Lonicera maackii,Fraxinus sp.,Parthenocissus quinquefolia,Prunus serotina,Celtis occidentalis,Ulmus americana,Unidentified,Morus alba,Crataegus sp.,Rhamnus cathartica,,,,,,,,,,,,,,,,,,,,,,
TT132,Alliaria petiolata,Trillium recurvatum,Tilia americana,Acer saccharum,Claytonia virginica,Lonicera maackii,Quercus rubra,Ulmus americana,Prunus serotina,Fraxinus pennsylvanica,Podophyllum peltatum,Galium aparine,,,,,,,,,,,,,,,,,,,,,,
U98,Tilia americana,Lonicera maackii,Fraxinus sp.,Arisaema triphyllum,Ulmus americana,Unidentified,Impatiens sp.,Erythronium albidum,Rhamnus cathartica,Quercus macrocarpa,Geum canadense,Symphyotrichum lateriflorum,,,,,,,,,,,,,,,,,,,,,,
UU132,Alliaria petiolata,Tilia americana,Smilacina racemosa,Claytonia virginica,Acer saccharum,Acer platanoides,Arisaema triphyllum,Prunus serotina,Quercus rubra,Unidentified,Galium aparine,lonicera maackii,,,,,,,,,,,,,,,,,,,,,,
X110,Trillium recurvatum,Alliaria petiolata,Polygonum biflorum,Lonicera maackii,Acer saccharum,Quercus rubra,Unk. Forb,Prunus serotina,Ulmus americana,Fraxinus sp.,Fraxinus pennsylvanica,Carya cordiformis,,,,,,,,,,,,,,,,,,,,,,
X76,Alliaria petiolata,Viburnum sp.,Cornus sp.,Rubus occidentalis,Toxicondendron radicans,Acer saccharum,Rubus allegheniensis,Geranium maculatum,Quercus alba,Circaea lutetiana,Impatiens sp.,Geum canadense,,,,,,,,,,,,,,,,,,,,,,
Y90,Tilia americana,Unk. Seedling,Carex hirtifolia,Acer saccharum,Arisaema triphyllum,Quercus rubra,Quercus alba,Erythronium albidum,Quercus macrocarpa,Geum canadense,Taraxacum officinale,0,,,,,,,,,,,,,,,,,,,,,,
YY140,Trillium recurvatum,Allium burdickii,Menispermum canadense,Lonicera maackii,Ranunculus septentrionalis,Arisaema triphyllum,Fraxinus pennsylvanica,Erythronium albidum,Rhamnus cathartica,Impatiens capensis,Rosa multiflora,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,,
Z118,Alliaria petiolata,Acer saccharum,Claytonia virginica,Fraxinus sp.,Quercus rubra,Ostrya virginiana,Circaea lutetiana,Podophyllum peltatum,Galium aparine,Carya cordiformis,Sanguinaria canadensis,Floerkea proserpinacoides,,,,,,,,,,,,,,,,,,,,,,
A131,Toxicodendron radicans,Tilia americana,Ostrya virginiana,Fraxinus sp.,Quercus rubra,Parthenocissus quinquefolia,Ulmus americana,Celtis occidentalis,Fraxinus pennsylvanica,Fraxinus quadrangulata,Quercus macrocarpa,Rhamnus cathartica,Maianthemum racemosum,,,,,,,,,,,,,,,,,,,,,
BB84,Tilia americana,Smilacina racemosa,Anemonella thalictroides,Claytonia virginica,Eupatorium rugosum,Ostrya virginiana,Quercus rubra,Parthenocissus quinquefolia,Prunus serotina,Acer saccharum,Circaea lutetiana,Impatiens sp.,Erythronium albidum,,,,,,,,,,,,,,,,,,,,,
