Date,Sampler,Plot ID Number,6-Letter Code,Species_Name,% Cover,Cover Class (1-7),# of Woody Seedlings ,Total Moss (1-7),Total Logs (1-7),Total Rocks (1-7),Total Bare Soil (1-7),Notes,Sample (Y/N)
5/3/18,"WO, SZ",F119,Carex sp.,Carex sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,RANHIS,Ranunculus hispidus,25,4,0,0,0,0,4,,
5/1/18,"WO, SZ",F122,FLOPRO,Floerkea proserpinacoides,25,4,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,GEUCAN,Geum canadense,6,3,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,ERYALB,Erythronium albidum,3,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,Carex sp.,Carex sp.,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,SANCAN,Sanguinaria canadensis ,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,SYMSHO,Symphyotrichum shortii,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,GALAPA,Galium aparine,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F122,ALLPET ,Alliaria petiolata  ,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F129,SYMSHO,Symphyotrichum shortii,10,3,0,0,0,0,6,,
5/1/18,"WO, SZ",F129,ERYALB,Erythronium albidum,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F129,CARCON,Cardamine concatenata,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",F129,GALTRF,Galium triflorum,2,2,0,0,0,0,0,,
5/2/18,"WS, JLL",F134,Polygonum sp.,Polygonum sp.,2,2,0,0,0,0,6,,
5/2/18,"WS, JLL",F134,ALLPET,Alliaria petiolata,3,2,0,0,0,0,0,,
5/2/18,"WS, JLL",F134,IMPCAP,Impatiens capensis,1,2,0,0,0,0,0,,
5/2/18,"WS, JLL",F134,VIBOPU,Viburnum opulus,1,2,1,0,0,0,0,,
5/2/18,"WS, JLL",F134,CIRLUC,Circaea lutetiana ,1,2,0,0,0,0,0,,
5/3/18,"BS, WO",FF112,HACVIR,Hackelia virginiana,7,3,0,0,0,0,0,,
5/3/18,"BS, WO",FF112,GEUCAN,Geum canadense,1,2,0,0,0,0,0,,
5/3/18,"BS, WO",FF112,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/3/18,"BS, WO",FF112,SMIRAC,Smilacina racemosa,1,2,0,0,0,0,0,,
5/3/18,"BS, WO",FF112,PRUSER,Prunus serotina,1,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,AGRGRY,Agrimonia gryposepala,8,3,0,0,0,0,6,,
5/4/18,"BS, WO",FF117,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/2/18,"BS, WO",FF117,GERMAC,Geranium maculatum,3,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,POTSIS,Potentilla simplex,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,LONMAA,Lonicera maackii,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,ANETHA,Anemonella thalictroides,3,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,FLOPRO,Floerkea proserpinacoides,4,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,CLAVIR,Claytonia virginica,3,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,SYMSHO,Symphyotrichum shortii,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF117,SYMLAT,Symphyotrichum lateriflorum,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF123,FLOPRO,Floerkea proserpinacoides,50,5,0,0,0,0,5,,
5/4/18,"BS, WO",FF123,CLAVIR,Claytonia virginica,4,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF123,Impatiens sp.,Impatiens sp.,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",FF123,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/10/18,"PB, WO",FF138,ALLPET,Alliaria petiolata,25,4,0,0,0,0,6,,
5/10/18,"PB, WO",FF138,ARITRI,Arisaema triphyllum,2,2,0,0,0,0,0,,
5/10/18,"PB, WO",FF138,PARQUI,Parthenocissus quinquefolia,4,2,0,0,0,0,0,,
5/10/18,"PB, WO",FF138,LONMAA,Lonicera maackii,1,2,0,0,0,0,0,,
5/9/18,"BS, SML",FF146,0,0,0,1,0,0,0,0,0,disturbed marker - relocate (placed pink flag),
5/7/18,"PB, SZ",FF91,SMIRAC,Smilacina racemosa,3,2,0,0,0,0,7,,
5/7/18,"PB, SZ",FF91,ARITRI,Arisaema triphyllum,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF91,ACESAU,Acer saccharum,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF91,VIBOPU,Viburnum opulus,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF91,LONMAA,Lonicera maackii,2,2,0,0,0,0,0,<30cm tall,
5/7/18,"PB, SZ",FF91,VIBOPU,Viburnum opulus,1,1,0,0,0,0,0,1 seedling,
5/7/18,"PB, SZ",FF91,Viburnum sp.,Viburnum sp.,1,1,0,0,0,0,0,4 seedlings - flagged   ,
5/7/18,"PB, SZ",FF94,SOLALT,Solidago altissima,15,3,0,3,0,0,4,,
5/7/18,"PB, SZ",FF94,SYMDRU,Symphyotrichum drummondii,15,3,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,POAPRA,Poa pratensis,15,3,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,CONSEP,Convolvulus sepium,5,3,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,AMBARE,Ambrosia artemisiifolia ,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,Viola sp.,Viola sp.,4,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,DAUCAR,Daucus carota,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,GLEHED,Glechoma hederacea,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,RUDHIR,Rudbeckia hirta,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,ERIANS,Erigeron annuus,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,EQUARV,Equisetum arvense,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",FF94,CIRLUC,Circaea lutetiana ,3,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,ERYALB,Erythronium albidum,3,2,0,0,0,0,7,Plot partially burned,
4/30/18,"WS, JLL",G109,FROPRO,Floerkea proserpinacoides ,4,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,ALLCAN,Allium canadense,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,GEUCAN,Geum canadense,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,GERMAC,Geranium maculatum,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,ANEQUI,Anemone quinquefolia,2,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,ALLPET,Alliaria petiolata,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,SMIRAC,Smilacina racemosa,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,OSMCLA,Osmorhiza claytoniana,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,CALTHA,Caulophyllum thalictroides,1,2,0,0,0,0,0,,
4/30/18,"WS, JLL",G109,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,Carex sp.,Carex sp.,20,3,0,0,0,0,5,,
5/1/18,"WO, SZ",G126,ERYALB,Erythronium albidum,5,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,HEPACU,Hepatica acutiloba,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,CARCON,Cardamine concatenata,3,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,POTSIS,Potentilla simplex,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,VIOSOR,Viola sororia,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,GERMAC,Geranium maculatum ,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,SYMLAT,Symphyotrichum lateriflorum,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,AGRPUB,Agrimonia pubescens,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,Carex sp.,Carex sp.,20,3,0,0,0,0,5,,
5/1/18,"WO, SZ",G126,ERYALB,Erythronium albidum,5,3,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,HEPACU,Hepatica acutiloba,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,CARCON,Cardamine concatenata,3,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,POTSIS,Potentilla simplex,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,VIOSOR,Viola sororia,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,GERMAC,Geranium maculatum ,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,SYMLAT,Symphyotrichum lateriflorum,4,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,CLAVIR,Claytonia virginica,2,2,0,0,0,0,0,,
5/1/18,"WO, SZ",G126,AGRPUB,Agrimonia pubescens,2,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,ACESAU,Acer saccharum,1,2,0,0,0,0,7,,
5/2/18,"WS, JLL",G132,UVUGRA,Uvularia grandiflora ,2,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,ALLPET,Alliaria petiolata,1,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,ERYALB,Erythronium albidum,3,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,TRIREC,Trillium recurvatum,3,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,SANGRE,Sanicula gregaria ,1,2,0,0,0,0,0,,
5/2/18,"WS, JLL",G132,CIRLUC,Circaea lutetiana ,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,RHACAT,Rhamnus cathartica,2,2,0,0,0,0,7,,
5/2/18,"JLL, PB",G137,TAROFF,Taraxacum officinale,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,TRIPRA,Trifolium pratense,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,CORVAR,Coronilla varia,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,HACVIR,Hackelia virginiana,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,Carex sp.,Carex sp.,5,3,0,0,0,0,0,clumps,
5/2/18,"JLL, PB",G137,SMIRAC,Smilacina racemosa,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,SYMDRU,Symphyotrichum drummondii,2,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,OXASTR,Oxalis stricta,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,SOLALT,Solidago altissima,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,Symphyotrichum sp.,Symphyotrichum sp.,1,2,0,0,0,0,0,,
5/2/18,"JLL, PB",G137,Unidentified forb,Unidentified forb,1,2,0,0,0,0,0,yellow flagged,Yes
5/2/18,"JLL, PB",G137,Unidentified grass,Unidentified grass,1,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,GALAPA,Galium aparine,2,2,0,0,0,0,7,,
5/4/18,"BS, WO",GG121,CLAVIR,Claytonia virginica,3,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,CARCON,Cardamine concatenata,1,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,MAIRAC,Maianthemum racemosum,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,FLOPRO,Floerkea proserpinacoides,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,CIRLUC,Circaea lutetiana,2,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG121,ACESAU,Acer saccharum,4,2,0,0,0,0,0,,
5/4/18,"BS, WO",GG122,FLOPRO,Floerkea proserpinacoides,75,6,0,0,0,0,3,,
5/4/18,"BS, WO",GG122,CLAVIR,Claytonia virginica,12,3,0,0,0,0,0,,
5/4/18,"BS, WO",GG122,CARCON,Cardamine concatenata,4,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,AMBTRI,Ambrosia trifida,30,4,0,0,0,0,6,,
5/18/18,"PB, WO",GG127,Impatiens sp.,Impatiens sp.,1,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,ALLPET,Alliaria petiolata,3,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,TOXRAD,Toxicondendron radicans,2,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,LONMAA,Lonicera maackii,1,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,POLSCN,Polygonum scandens ,1,2,0,0,0,0,0,,
5/18/18,"PB, WO",GG127,EUPRUG,Eupatorium rugosum,1,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG135,RANHIS,Ranunculus hispidus v. nitidus,6,3,0,0,0,0,6,,
5/10/18,"BS, SL",GG135,POLVIR,Polygonum virginianum,3,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG135,PARQUI,Parthenocissus quinquefolia,1,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG135,IMPCAP,Impatiens capensis,2,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG135,ALLPET,Alliaria petiolata,8,3,0,0,0,0,0,,
5/10/18,"BS, SL",GG135,CIRLUC,Circaea lutetiana canadensis,12,3,0,0,0,0,0,,
5/10/18,"BS, SL",GG140,POLBIF,Polygonum biflorum,1,2,0,0,0,0,7,,
5/10/18,"BS, SL",GG140,IMPCAP,Impatiens capensis,1,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG140,ALLPET,Alliaria petiolata,1,2,0,0,0,0,7,"tag broken, number not present, placed pink flag",
5/10/18,"BS, SL",GG140,ERYALB,Erythronium albidum,3,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG140,TRIREC,Trillium recurvatum,1,2,0,0,0,0,0,,
5/10/18,"BS, SL",GG140,TILAME,Tilia americana,1,2,0,0,0,0,0,,
5/17/18,"BS, WS",GG140,FLOPRO,Floerkea proserpinacoides,6,3,0,0,3,0,6,,
5/17/18,"BS, WS",GG140,LONMAA,Lonicera maackii,25,4,0,0,0,0,0,,
5/17/18,"BS, WS",GG140,TILAME,Tilia americana,1,2,0,0,0,0,0,,
5/9/18,"BS, SML",GG146,ALLPET,Alliaria petiolata,1,2,0,0,3,0,6,,
5/9/18,"BS, SML",GG146,PRUSER,Prunus serotina ,1,2,0,0,0,0,0,,
5/9/18,"BS, SML",GG146,Lonicera sp.,Lonicera sp.,1,2,0,0,0,0,0,,
5/9/18,"BS, SML",GG146,MERVIR,Mertensia virginica ,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,Sanicula sp.,Sanicula sp.,30,4,0,0,3,0,4,,
5/7/18,"PB, SZ",GG92,ALLPET,Alliaria petiolata,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,Viola sp.,Viola sp.,4,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,ACESAU,Acer saccharum,8,3,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,SYMLAT,Symphyotrichum lateriflorum,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,OSTVIR,Ostrya virginiana,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,Impatiens sp.,Impatiens sp.,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,Cerastium sp.,Cerastium sp.,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,PARQUI,Parthenocissus quinquefolia,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,Unk. grass,Unk. grass,1,2,0,0,0,0,0,flagged   ,
5/7/18,"PB, SZ",GG92,CLAVIR,Claytonia virginica,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,POLVIR,Polygonum virginianum,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,EUPRUG,Eupatorium rugosum,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG92,SMIRAC,Smilacina racemosa,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,Solidago sp.,Solidago sp.,20,3,0,0,0,0,4,,
5/7/18,"PB, SZ",GG94,ANETHA,Anemonella thalictroides,7,3,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,ARITRI,Arisaema triphyllum,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,GALCIC,Galium circaezans ,5,3,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,ALLPET,Alliaria petiolata,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,ANEQUI,Anemone quinquefolia,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,HYSPAT,Hystrix patula,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,Cerastium sp.,Cerastium sp.,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,HACVIR,Hackelia virginiana,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,GALAPA,Galium aparine,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,Osmorhiza sp.,Osmorhiza sp.,3,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,SMIRAC,Smilacina racemosa,2,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,EUPRUG,Eupatorium rugosum,1,2,0,0,0,0,0,,
5/7/18,"PB, SZ",GG94,Sanicula sp.,Sanicula sp.,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,Carex sp.,Carex sp.,2,2,0,0,0,0,5,,
4/30/18,"WO, SZ",H115,ALLBUR,Allium burdickii,6,3,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,HEL SP.,Helianthus sp.,10,3,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,GEUCAN,Geum canadense,4,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,RANARB,Ranunculus abortivus ,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,SYMDRU,Symphyotrichum drummondii,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,SANGRE,Sanicula gregaria,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,Carex sp.,Carex sp.,2,2,0,0,0,0,5,,
4/30/18,"WO, SZ",H115,ALLBUR,Allium burdickii,6,3,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,Helianthus sp.,Helianthus sp.,10,3,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,GEUCAN,Geum canadense,4,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,RANARB,Ranunculus abortivus ,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,SYMDRU,Symphyotrichum drummondii,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,SANGRE,Sanicula gregaria,2,2,0,0,0,0,0,,
4/30/18,"WO, SZ",H115,ERYALB,Erythronium albidum,2,2,0,0,0,0,0,,
5/16/18,PB,HA124,SOLALT,Solidago altissima,3,2,0,2,0,0,3,,
5/16/18,PB,HA124,LONMAA,Lonicera maackii,70,5,0,0,0,0,0,,
5/16/18,PB,HA124,RHACAT,Rhamnus cathartica,7,3,0,0,0,0,0,,
5/16/18,PB,HA124,ACESAU,Acer saccharum,3,2,0,0,0,0,0,,
5/18/18,PB,HA124,PARQUI,Parthenocissus quinquefolia,3,2,0,0,0,0,0,,
5/18/18,PB,HA124,SYMDRU,Symphyotrichum drummondii,2,2,0,0,0,0,0,,
5/18/18,PB,HA124,RHACAT,Rhamnus cathartica,2,2,0,0,0,0,0,2 seedlings,
5/16/18,PB,HA127,LONMAA,Lonicera maackii,7,3,0,0,0,0,6,,
5/16/18,PB,HA127,PARQUI,Parthenocissus quinquefolia,8,3,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,PARQUI,Parthenocissus quinquefolia,4,2,0,3,3,0,6,,
5/15/18,"CB, PB",HA132,CIRLUC,Circaea lutetiana ,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,LONMAA,Lonicera maackii,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,VIOSOR,Viola sororia,4,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,ARITRI,Arisaema triphyllum,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,HACVIR,Hackelia virginiana,1,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,ALLPET,Alliaria petiolata,1,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,Agrimonia Sp.,Agrimonia Sp.,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,PRUVIR,Prunus virginiana,1,2,0,0,0,0,0,,
5/15/18,"CB, PB",HA132,GLYSTR,Glyceria striata,1,2,0,0,0,0,0,,
5/17/18,CB,HA147,ERYALB,Erythronium albidum,3,2,0,0,0,0,5,,
5/17/18,CB,HA147,IMPCAP,Impatiens capensis,3,2,0,0,0,0,0,,
5/17/18,CB,HA147,MAIRAC,Maianthemum racemosum,10,3,0,0,0,0,0,,
5/17/18,CB,HA147,POLBIF,Polygonatum biflorum,5,3,0,0,0,0,0,,
5/17/18,CB,HA147,LONMAA,Lonicera maackii,30,4,0,0,0,0,0,,
5/17/18,CB,HA147,ARITRI,Arisaema triphyllum,2,2,0,0,0,0,0,,
5/17/18,CB,HA147,CIRLUC,Circaea lutetiana canadensis,2,2,0,0,0,0,0,,
5/17/18,CB,HA147,PARQUI,Parthenocissus quinquefolia,1,2,0,0,0,0,0,,
5/16/18,PB,HB125,LONMAA,Lonicera maackii,20,3,0,3,0,0,5,,
5/16/18,PB,HB125,ACESAU,Acer saccharum,7,3,0,0,0,0,0,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,6,3,0,0,0,0,0,,
5/16/18,PB,HB125,RHACAT,Rhamnus cathartica,7,3,0,0,0,0,0,seedlings,
5/16/18,PB,HB126,ACESAU,Acer saccharum,4,2,0,3,0,0,6,,
5/16/18,PB,HB126,GEUCAN,Geum canadense,2,2,0,0,0,0,0,,
5/16/18,PB,HB126,LONMAA,Lonicera maackii,10,3,0,0,0,0,0,,
5/16/18,PB,HB126,CIRLUC,Circaea lutetiana ,2,2,0,0,0,0,0,,
5/16/18,PB,HB126,ALLPET,Alliaria petiolata,3,2,0,0,0,0,0,,
5/16/18,PB,HB126,Carex sp.,Carex sp.,2,2,0,0,0,0,0,,
5/16/18,PB,HB126,RHACAT,Rhamnus cathartica,1,2,0,0,0,0,0,,
5/16/18,PB,HB126,PARQUI,Parthenocissus quinquefolia,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB129,ARITRI,Arisaema triphyllum,1,2,0,0,0,0,5,,
5/15/18,"CB, PB",HB129,Allium sp.,Allium sp.,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB129,LONMAA,Lonicera maackii,12,3,0,0,0,0,0,,
5/15/18,"CB, PB",HB129,ALLPET,Alliaria petiolata,27,4,0,0,0,0,0,,
5/15/18,"CB, PB",HB129,GEUCAN,Geum canadense,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB129,CIRLUC,Circaea lutetiana,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB130,LONMAA,Lonicera maackii,5,3,0,3,3,0,5,,
5/15/18,"CB, PB",HB130,ARITRI,Arisaema triphyllum,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB130,TILAME,Tilia americana,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB130,CELOCC,Celtis occidentalis,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB131,ERYALB,Erythronium albidum,7,3,0,0,0,0,6,,
5/15/18,"CB, PB",HB131,PARQUI,Parthenocissus quinquefolia,3,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB131,Cornus sp.,Cornus sp.,7,3,0,0,0,0,0,likely CORSTO,
5/15/18,"CB, PB",HB131,RHACAT,Rhamnus cathartica,6,3,0,0,0,0,0,,
5/15/18,"CB, PB",HB131,ARITRI,Arisaema triphyllum ,4,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB131,ACENEG,Acer negundo,2,2,0,0,0,0,0,,
5/15/18,"CB, PB",HB131,LONMAA,Lonicera maackii,6,3,0,0,0,0,0,,
5/17/18,CB,HB136,PARQUI,Parthenocissus quinquefolia,6,3,0,0,3,0,5,,
5/17/18,CB,HB136,CIRLUC,Circaea lutetiana ,3,2,0,0,0,0,0,,
5/17/18,CB,HB136,FRAPES,Fraxinus pennsylvanica ,4,2,0,0,0,0,0,,
5/17/18,CB,HB136,ERYALB,Erythronium albidum,6,3,0,0,0,0,0,,
5/17/18,CB,HB136,ACESAU,Acer saccharum ,2,2,0,0,0,0,0,,
5/17/18,CB,HB136,VIBOPU,Viburnum opulus,2,2,0,0,0,0,0,,
5/17/18,CB,HB136,GEUCAN,Geum canadense ,2,2,0,0,0,0,0,,
5/17/18,CB,HB138,0,0,0,0,0,0,3,0,6,ephemeral pond,
5/16/18,"CB, WO",HB141,MAIRAC,Maianthemum racemosum,10,3,0,0,0,0,7,,
5/16/18,"CB, WO",HB141,ERYALB,Erythronium albidum,3,2,0,0,0,0,0,,
5/16/18,"CB, WO",HB141,ARITRI,Arisaema triphyllum,3,2,0,0,0,0,0,,
5/16/18,"CB, WO",HB141,LONMAA,Lonicera maackii ,15,3,0,0,0,0,0,,
5/16/18,"CB, WO",HB143,ERYALB,Erythronium albidum,3,2,0,0,0,0,6,ULMRUB in plot,
5/16/18,"CB, WO",HB143,PRUVIR,Prunus virginiana,6,3,0,0,0,0,0,,
5/16/18,"CB, WO",HB143,PARQUI,Parthenocissus quinquefolia,3,2,0,0,0,0,0,,
5/17/18,CB,HB146,ARITRI,Arisaema triphyllum,4,2,0,4,0,0,4,,
5/17/18,CB,HB146,PARQUI,Parthenocissus quinquefolia,4,2,0,0,0,0,0,,
5/17/18,CB,HB146,CIRLUC,Circaea lutetiana canadensis,3,2,0,0,0,0,0,,
5/17/18,CB,HB146,RHACAT,Rhamnus cathartica,4,2,0,0,0,0,0,,
5/17/18,CB,HB146,LONMAA,Lonicera maackii,5,3,0,0,0,0,0,,
5/17/18,CB,HB146,ERIANN,Erigeron annuus ,2,2,0,0,0,0,0,,
5/16/18,PB,HC126,FRAPES,Fraxinus pennsylvanica ,2,2,0,0,3,0,6,,
5/16/18,PB,HC126,PARQUI,Parthenocissus quinquefolia,4,2,0,0,0,0,0,,
5/16/18,PB,HC126,LONMAA,Lonicera maackii,4,2,0,0,0,0,0,,
5/16/18,PB,HC126,RHACAT,Rhamnus cathartica,2,2,0,0,0,0,0,,
