"","plot_names","all_spp"
"835","HH130","Viburnum dentatum"
"836","HH130","Viburnum lentago"
"837","HH147","Cirsium"
"838","HH85","Arisaema triphyllum"
"839","HH85","Circaea lutetiana"
"840","HH85","Cryptotaenia canadensis"
"841","HH85","Galium aparine"
"842","HH85","Impatiens"
"843","HH85","Maianthemum racemosum"
"844","HH85","Polygonum virginianum"
"845","HH87","Acer saccharum"
"846","HH87","Galium aparine"
"847","HH87","Impatiens"
"848","HH87","Osmorhiza"
"849","HH87","Phlox divaricata"
"850","HH87","Ranunculus abortivus"
"851","HH87","Symphyotrichum drummondii"
"852","HH87","Toxicodendron radicans"
"853","HH87","Viola"
"854","HH90","Acer saccharum"
"855","HH90","Alliaria petiolata"
"856","HH90","Anemone quinquefolia"
"857","HH90","Claytonia virginica"
"858","HH90","Cryptotaenia canadensis"
"859","HH90","Erythronium albidum"
"860","HH90","Geum canadense"
"861","HH90","Impatiens"
"862","HH90","Osmorhiza"
"863","HH90","Polygonum virginianum"
"864","HH90","Sanicula"
"865","HH93","Alliaria petiolata"
"866","HH93","Claytonia virginica"
"867","HH93","Composite species"
"868","HH93","Erythronium albidum"
"869","HH93","Galium triflorum"
"870","HH93","Hydrophyllum virginianum"
"871","HH93","Potentilla simplex"
"872","HH93","Sanicula"
"873","HH93","Symphyotrichum lateriflorum"
"874","HH93","Viola"
"875","HH96","Alliaria petiolata"
"876","HH96","Calystegia sepium"
"877","HH96","Circaea lutetiana"
"878","HH96","Erythronium albidum"
"879","HH96","Galium aparine"
"880","HH96","Geum canadense"
"881","HH96","Ostrya virginiana"
"882","HH96","Ranunculus abortivus"
"883","HH96","Sanicula"
"884","HH96","Symphyotrichum lateriflorum"
"885","HH96","Viburnum opulus"
"886","I107",""
"887","I107","Allium cernuum"
"888","I107","Cardamine concatenata"
"889","I107","Erythronium albidum"
"890","I107","Polygonatum biflorum"
"891","I107","Trillium recurvatum"
"892","I116","Anemone quinquefolia"
"893","I116","Cardamine concatenata"
"894","I116","Claytonia virginica"
"895","I116","Erythronium albidum"
"896","I116","Symphyotrichum lateriflorum"
"897","I116","Symphyotrichum shortii"
"898","I117","Allium canadense"
"899","I117","Erythronium albidum"
"900","I117","Floerkea proserpinacoides"
"901","I117","Galium aparine"
"902","I117","Impatiens"
"903","I117","Sanicula gregaria"
"904","I124",""
"905","I124","Claytonia virginica"
"906","I124","Erythronium albidum"
"907","I124","Osmorhiza"
"908","I124","Symphyotrichum shortii"
"909","I133","Acer saccharum"
"910","I133","Circaea lutetiana"
"911","I133","Erythronium albidum"
"912","I133","Impatiens capensis"
"913","II105","Alliaria petiolata"
"914","II105","Carex hirtifolia"
"915","II105","Galium triflorum"
"916","II105","Maianthemum racemosum"
"917","II105","Polygonum virginianum"
"918","II105","Rubus occidentalis"
"919","II105","Symphyotrichum ericoides"
"920","HH106","Anemone quinquefolia"
"921","HH106","Camassia scilloides"
"922","HH106","Carex pensylvanica"
"923","HH106","Fragaria virginiana"
"924","HH106","Galium triflorum"
"925","HH106","Geum canadense"
"926","HH106","Potentilla simplex"
"927","HH106","Symphyotrichum drummondii"
"928","II122","Acer saccharum"
"929","II122","Allium canadense"
"930","II122","Circaea lutetiana"
"931","II122","Claytonia virginica"
"932","II122","Floerkea proserpinacoides"
"933","II122","Geum canadense"
"934","II122","Osmorhiza aristata var. aristata"
"935","II130","Acer saccharum"
"936","II130","Lonicera maackii"
"937","II130","Malus sieboldii"
"938","II131","Lonicera maackii"
"939","II131","Maianthemum racemosum"
"940","II131","Malus sieboldii"
"941","II136","Acer saccharum"
"942","II136","Erythronium albidum"
"943","II142","Camassia"
"944","II142","Camassia scilloides"
"945","II142","Erythronium albidum"
"946","II142","Floerkea proserpinacoides"
"947","II142","Impatiens capensis"
"948","II142","Maianthemum racemosum"
"949","II142","Ranunculus hispidus"
"950","II87","Ageratina altissima"
"951","II87","Circaea lutetiana"
"952","II87","Claytonia virginica"
"953","II87","Impatiens"
"954","II87","Osmorhiza"
"955","II90","Acer saccharum"
"956","II90","Alliaria petiolata"
"957","II90","Claytonia virginica"
"958","II90","Erythronium albidum"
"959","II90","Euonymus"
"960","II90","Galium aparine"
"961","II90","Impatiens"
"962","II90","Maianthemum racemosum"
"963","II90","Osmorhiza"
"964","II90","Ostrya virginiana"
"965","II90","Sanicula"
"966","J110","Allium tricoccum var. burdickii"
"967","J110","Cardamine concatenata"
"968","J110","Claytonia virginica"
"969","J110","Erythronium albidum"
"970","J110","Toxicodendron radicans"
"971","J121","Agrimonia pubescens"
"972","J121","Allium canadense"
"973","J121","Carex"
"974","J121","Erythronium albidum"
"975","J121","Floerkea proserpinacoides"
"976","J121","Galium aparine"
"977","J121","Impatiens"
"978","J133","Acer saccharum"
"979","J133","Alliaria petiolata"
"980","J133","Erythronium albidum"
"981","J133","Impatiens capensis"
"982","J133","Toxicodendron radicans"
"983","J133","Uvularia grandiflora"
"984","JJ102",""
"985","JJ102","Alliaria petiolata"
"986","JJ102","Carex"
"987","JJ102","Fragaria virginiana"
"988","JJ102","Galium circaezans"
"989","JJ102","Geum canadense"
"990","JJ102","Nabalus albus"
"991","JJ102","Phalaris arundinacea"
"992","JJ102","Polygonum virginianum"
"993","JJ102","Solidago canadensis"
"994","JJ102","Symphyotrichum drummondii"
"995","JJ102","Taraxacum campylodes"
"996","JJ102","Viola"
"997","JJ111","Alliaria petiolata"
"998","JJ111","Galium triflorum"
"999","JJ111","Geranium maculatum"
"1000","JJ111","Geum canadense"
"1001","JJ111","Hackelia virginiana"
"1002","JJ111","Trillium recurvatum"
"1003","JJ111","Viola"
"1004","JJ114","Acer saccharum"
"1005","JJ114","Arisaema triphyllum"
"1006","JJ114","Circaea lutetiana"
"1007","JJ114","Hackelia virginiana"
"1008","JJ114","Maianthemum racemosum"
"1009","JJ115","Acer saccharum"
"1010","JJ115","Alliaria petiolata"
"1011","JJ115","Allium canadense"
"1012","JJ115","Cardamine concatenata"
"1013","JJ115","Floerkea proserpinacoides"
"1014","JJ115","Geranium maculatum"
"1015","JJ115","Geum canadense"
"1016","JJ121","Claytonia virginica"
"1017","JJ121","Floerkea proserpinacoides"
"1018","JJ121","Geum canadense"
"1019","JJ121","Impatiens"
"1020","JJ121","Osmorhiza aristata var. aristata"
"1021","JJ121","Trillium recurvatum"
"1022","JJ121","Ulmus americana"
"1023","JJ129","Impatiens"
"1024","JJ129","Lonicera maackii"
"1025","JJ129","Ranunculus hispidus"
"1026","JJ129","Rhamnus cathartica"
"1027","JJ129","Symphyotrichum lateriflorum"
"1028","JJ129","Taraxacum campylodes"
"1029","JJ129","Toxicodendron radicans"
"1030","JJ140","Cardamine concatenata"
"1031","JJ140","Erythronium albidum"
"1032","JJ140","Floerkea proserpinacoides"
"1033","JJ140","Impatiens capensis"
"1034","JJ87","Ageratina altissima"
"1035","JJ87","Alliaria petiolata"
"1036","JJ87","Circaea lutetiana"
"1037","JJ87","Claytonia virginica"
"1038","JJ87","Erythronium albidum"
"1039","JJ87","Impatiens"
"1040","JJ87","Osmorhiza"
"1041","JJ87","Sanicula"
"1042","JJ87","Trillium recurvatum"
"1043","JJ93",""
"1044","JJ93","Circaea lutetiana"
"1045","JJ93","Claytonia virginica"
"1046","JJ93","Erythronium albidum"
"1047","JJ93","Geum canadense"
"1048","JJ93","Hackelia virginiana"
"1049","JJ93","Impatiens"
"1050","JJ93","Polygonatum biflorum"
"1051","JJ93","Sanicula"
"1052","JJ93","Trillium recurvatum"
"1053","K107",""
"1054","K107","Anemone quinquefolia"
"1055","K107","Anemonella thalictroides"
"1056","K107","Cardamine concatenata"
"1057","K107","Claytonia virginica"
"1058","K107","Erythronium albidum"
"1059","K107","Hydrophyllum virginianum"
"1060","K115",""
"1061","K115","Allium canadense"
"1062","K115","Anemone quinquefolia"
"1063","K115","Cardamine concatenata"
"1064","K115","Claytonia virginica"
"1065","K115","Erythronium albidum"
"1066","K115","Toxicodendron radicans"
"1067","K116",""
"1068","K116","Acer saccharum"
"1069","K116","Cardamine concatenata"
"1070","K116","Elymus elymoides"
"1071","K116","Elymus virginicus"
"1072","K116","Erythronium albidum"
"1073","K130","Acer saccharum"
"1074","K130","Cardamine concatenata"
"1075","K130","Carex"
"1076","K130","Impatiens capensis"
"1077","K137","Acer saccharum"
"1078","K137","Cirsium"
"1079","K137","Hackelia virginiana"
"1080","KK101",""
"1081","KK101","Alliaria petiolata"
"1082","KK101","Circaea lutetiana"
"1083","KK101","Toxicodendron radicans"
"1084","LL103",""
"1085","LL103","Alliaria petiolata"
"1086","LL103","Bidens species"
"1087","LL103","Galium triflorum"
"1088","LL103","Hackelia virginiana"
"1089","LL103","Maianthemum racemosum"
"1090","LL103","Polygonum virginianum"
"1091","LL103","Rubus"
"1092","LL103","Symphyotrichum"
"1093","LL103","Tilia americana"
"1094","JJ105","Allium tricoccum var. burdickii"
"1095","JJ105","Dactylis glomerata"
"1096","JJ105","Poa"
"1097","JJ105","Polygonum virginianum"
"1098","JJ105","Solidago ulmifolia"
"1099","KK109","Arisaema triphyllum"
"1100","KK109","Carex"
"1101","KK109","Carex hirtifolia"
"1102","KK109","Fragaria virginiana"
"1103","KK109","Galium triflorum"
"1104","KK109","Potentilla simplex"
"1105","KK109","Symphyotrichum lateriflorum"
"1106","KK109","Toxicodendron radicans"
"1107","KK119","Alliaria petiolata"
"1108","KK119","Carex"
"1109","KK119","Geum canadense"
"1110","KK119","Impatiens"
"1111","KK119","Osmorhiza aristata var. aristata"
"1112","KK119","Sanguinaria canadensis"
"1113","KK119","Trillium recurvatum"
"1114","KK121","Alliaria petiolata"
"1115","KK121","Ambrosia trifida"
"1116","KK121","Celtis occidentalis"
"1117","KK121","Fallopia scandens"
"1118","KK121","Floerkea proserpinacoides"
"1119","KK121","Hackelia virginiana"
"1120","KK121","Phytolacca americana"
"1121","KK121","Solanum dulcamara"
"1122","KK122","Ambrosia trifida"
"1123","KK122","Carex"
"1124","KK122","Impatiens"
"1125","KK122","Lysimachia ciliata"
"1126","KK122","Malus sieboldii"
"1127","KK122","Phalaris arundinacea"
"1128","KK122","Ranunculus hispidus"
"1129","KK122","Rhamnus cathartica"
"1130","KK145","Acer saccharum"
"1131","KK145","Erythronium albidum"
"1132","KK145","Geranium maculatum"
"1133","KK145","Impatiens capensis"
"1134","KK145","Lonicera maackii"
"1135","KK145","Thalictrum dioicum"
"1136","KK145","Tilia americana"
"1137","KK145","Trillium recurvatum"
"1138","L111","Acer saccharum"
"1139","L111","Cardamine concatenata"
"1140","L111","Claytonia virginica"
"1141","L111","Lonicera maackii"
"1142","L120","Acer saccharum"
"1143","L120","Cardamine concatenata"
"1144","L120","Claytonia virginica"
"1145","L121","Cardamine concatenata"
"1146","L121","Erythronium albidum"
"1147","L121","Podophyllum peltatum"
"1148","LL104","Arisaema triphyllum"
"1149","LL104","Convolvulus"
"1150","LL104","Galium triflorum"
"1151","LL104","Geum canadense"
"1152","LL104","Oxalis stricta"
"1153","LL104","Symphyotrichum lateriflorum"
"1154","LL104","Viola sororia"
"1155","LL114",""
"1156","LL114","Ageratina altissima"
"1157","LL114","Alliaria petiolata"
"1158","LL114","Cardamine concatenata"
"1159","LL114","Carex"
"1160","LL114","Geum canadense"
"1161","LL114","Hackelia virginiana"
"1162","LL114","Maianthemum racemosum"
"1163","LL114","Osmorhiza aristata var. aristata"
"1164","LL114","Oxalis stricta"
"1165","LL114","Rubus"
"1166","LL114","Symphyotrichum"
"1167","LL114","Symphyotrichum drummondii"
"1168","LL114","Viola"
"1169","KK116",""
"1170","KK116","Alliaria petiolata"
"1171","KK116","Cardamine concatenata"
"1172","KK116","Circaea lutetiana"
"1173","KK116","Geum canadense"
"1174","KK116","Impatiens"
"1175","KK116","Polygonum virginianum"
"1176","LL119","Claytonia virginica"
"1177","LL119","Euonymus alatus"
"1178","LL119","Impatiens"
"1179","LL122",""
"1180","LL128","Acer saccharum"
"1181","LL128","Lonicera maackii"
"1182","LL128","Ulmus americana"
"1183","LL133","Alliaria petiolata"
"1184","LL133","Erythronium albidum"
"1185","LL133","Ulmus americana"
"1186","LL141","Acer saccharum"
"1187","LL141","Alliaria petiolata"
"1188","LL141","Cardamine concatenata"
"1189","LL141","Carya cordiformis"
"1190","LL141","Fraxinus"
"1191","LL141","Lonicera maackii"
"1192","LL141","Ranunculus hispidus"
"1193","LL141","Ranunculus septentrionalis"
"1194","LL141","Viburnum opulus"
"1195","LL90","Acer saccharum"
"1196","LL90","Ageratina altissima"
"1197","LL90","Cardamine concatenata"
"1198","LL90","Claytonia virginica"
"1199","LL90","Erythronium albidum"
"1200","LL90","Galium aparine"
"1201","LL90","Galium triflorum"
"1202","LL90","Impatiens"
"1203","LL90","Maianthemum racemosum"
"1204","LL90","Osa"
"1205","LL90","Polygonum virginianum"
"1206","LL90","Sanicula"
"1207","LL90","Trillium recurvatum"
"1208","M118","Allium canadense"
"1209","M118","Cardamine concatenata"
"1210","M118","Erythronium albidum"
"1211","M134","Acer saccharum"
"1212","M134","Alliaria petiolata"
"1213","M134","Cardamine concatenata"
"1214","M137","Acer saccharum"
"1215","MM108","Bromus inermis"
"1216","MM108","Rhamnus cathartica"
"1217","MM108","Symphyotrichum lateriflorum"
"1218","MM108","Trifolium repens"
"1219","LL110","Ageratina altissima"
"1220","LL110","Galium aparine"
"1221","LL110","Geum canadense"
"1222","LL110","Impatiens"
"1223","LL110","Viola sororia"
"1224","MM114","Cardamine concatenata"
"1225","MM114","Claytonia virginica"
"1226","N110","Cardamine concatenata"
"1227","N110","Claytonia virginica"
"1228","N110","Erythronium albidum"
"1229","N110","Solidago flexicaulis"
"1230","N113","Acer saccharum"
"1231","N113","Cardamine concatenata"
"1232","N113","Claytonia virginica"
"1233","N115",""
"1234","N116","Acer saccharum"
"1235","N116","Asarum canadense"
"1236","N116","Cardamine concatenata"
"1237","N116","Claytonia virginica"
"1238","N116","Erythronium albidum"
"1239","N116","Floerkea proserpinacoides"
"1240","N116","Hydrophyllum virginianum"
"1241","N116","Sanicula gregaria"
"1242","N123","Anemonella thalictroides"
"1243","N123","Cardamine concatenata"
"1244","N128","Acer saccharum"
"1245","N128","Carex hirtifolia"
"1246","N128","Floerkea proserpinacoides"
"1247","N128","Rumex"
"1248","N128","Solidago flexicaulis"
"1249","N142","Daucus carota"
"1250","N142","Dodecatheon meadia"
"1251","N142","Parthenocissus quinquefolia"
"1252","N142","Phalaris arundinacea"
"1253","N144","Carex"
"1254","N144","Dodecatheon meadia"
"1255","N144","Geum canadense"
"1256","N144","Rosa carolina"
"1257","N144","Securigera varia"
"1258","N144","Viola"
"1259","NN105","Solidago canadensis"
"1260","NN105","Symphyotrichum drummondii"
"1261","NN105","Symphyotrichum lateriflorum"
"1262","NN114","Carex"
"1263","NN114","Galium aparine"
"1264","NN114","Geum canadense"
"1265","NN114","Rhamnus cathartica"
"1266","NN114","Symphyotrichum drummondii"
"1267","NN114","Symphyotrichum lateriflorum"
"1268","OO116","Impatiens"
"1269","OO116","Lactuca species"
"1270","NN118","Alliaria petiolata"
"1271","NN118","Claytonia virginica"
"1272","NN118","Fallopia scandens"
"1273","NN118","Impatiens capensis"
"1274","NN118","Maianthemum racemosum"
"1275","NN118","Polygonum virginianum"
"1276","NN118","Solidago canadensis"
"1277","NN126","Acer saccharum"
"1278","NN126","Carex"
"1279","NN126","Erigeron philadelphicus"
"1280","NN126","Lonicera maackii"
"1281","NN126","Malus sieboldii"
"1282","NN126","Parthenocissus quinquefolia"
"1283","NN126","Rhamnus cathartica"
"1284","NN126","Solidago canadensis"
"1285","NN126","Symphyotrichum drummondii"
"1286","NN126","Taraxacum campylodes"
"1287","NN126","Ulmus americana"
"1288","NN136","Acer saccharum"
"1289","NN136","Arisaema triphyllum"
"1290","NN136","Cardamine concatenata"
"1291","NN136","Erythronium albidum"
"1292","NN136","Lonicera maackii"
"1293","NN136","Rhamnus cathartica"
"1294","NN145","Alliaria petiolata"
"1295","NN145","Cardamine concatenata"
"1296","NN145","Circaea lutetiana subsp. canadensis"
"1297","NN145","Lonicera maackii"
"1298","NN145","Maianthemum racemosum"
"1299","NN145","Ranunculus hispidus"
"1300","NN145","Ribes missouriense"
"1301","NN145","Trillium recurvatum"
"1302","NN146","Lonicera maackii"
"1303","O105","Anemonella thalictroides"
"1304","O105","Erythronium albidum"
"1305","O105","Taraxacum campylodes"
"1306","O108","Cardamine concatenata"
"1307","O108","Claytonia virginica"
"1308","O108","Hydrophyllum virginianum"
"1309","O109","Cardamine concatenata"
"1310","O109","Claytonia virginica"
"1311","O109","Erythronium albidum"
"1312","O121","Acer saccharum"
"1313","O121","Cardamine concatenata"
"1314","O121","Erythronium albidum"
"1315","O121","Uvularia grandiflora"
"1316","O131","Acer saccharum"
"1317","O131","Claytonia virginica"
"1318","O131","Erythronium albidum"
"1319","O131","Floerkea proserpinacoides"
"1320","O131","Geum canadense"
"1321","O131","Solidago ulmifolia"
"1322","O135","Acer saccharum"
"1323","O135","Impatiens capensis"
"1324","O136","Acer saccharum"
"1325","O136","Asarum canadense"
"1326","O136","Floerkea proserpinacoides"
"1327","O136","Fraxinus"
"1328","O136","Impatiens capensis"
"1329","O136","Rosa"
"1330","OO100","Alliaria petiolata"
"1331","OO100","Arisaema triphyllum"
"1332","OO100","Circaea lutetiana"
"1333","OO101","Ambrosia artemisiifolia"
"1334","OO101","Bromus inermis"
"1335","OO101","Celastrus orbiculatus"
"1336","OO101","Galium aparine"
"1337","OO101","Hairy weed"
"1338","OO101","Maianthemum racemosum"
"1339","OO101","Poa pratensis"
"1340","OO101","Polygonum virginianum"
"1341","OO101","Solidago canadensis"
"1342","OO101","Symphyotrichum drummondii"
"1343","OO101","Taraxacum campylodes"
"1344","OO101","Tilia americana"
"1345","OO103",""
"1346","OO103","Agrimonia gryposepala"
"1347","OO103","Bromus inermis"
"1348","OO103","Poa pratensis"
"1349","OO103","Solidago canadensis"
"1350","OO103","Symphyotrichum drummondii"
"1351","OO103","Viola"
"1352","OO110","Daucus carota"
"1353","OO110","Phalaris arundinacea"
"1354","OO110","Potentilla simplex"
"1355","OO110","Prunella vulgaris"
"1356","OO110","Solidago gigantea"
"1357","OO110","Viola sororia"
"1358","NN110","Ageratina altissima"
"1359","NN110","Anemone quinquefolia"
"1360","NN110","Carex"
"1361","NN110","Circaea lutetiana"
"1362","NN110","Galium triflorum"
"1363","NN110","Solidago canadensis"
"1364","NN110","Symphyotrichum drummondii"
"1365","NN110","Viola sororia"
"1366","OO129","Lonicera maackii"
"1367","OO129","Parthenocissus quinquefolia"
"1368","OO129","Rhamnus cathartica"
"1369","OO130","Alliaria petiolata"
"1370","OO130","Erythronium albidum"
"1371","OO130","Euonymus"
"1372","OO130","Trillium recurvatum"
"1373","OO146","Allium canadense"
"1374","OO146","Carex"
"1375","OO146","Erythronium albidum"
"1376","OO146","Geum canadense"
"1377","P107","Claytonia virginica"
"1378","P107","Hydrophyllum virginianum"
"1379","P107","Trillium grandiflorum"
"1380","O112","Acer saccharum"
"1381","O112","Cardamine concatenata"
"1382","O112","Geum canadense"
"1383","O112","Trillium recurvatum"
"1384","O112","Uvularia grandiflora"
"1385","P124","Acer saccharum"
"1386","P124","Anemone quinquefolia"
"1387","P124","Cardamine concatenata"
"1388","P124","Carex pensylvanica"
"1389","P124","Erythronium albidum"
"1390","P124","Solidago flexicaulis"
"1391","P138","Cirsium"
"1392","PP101","Ageratina altissima"
"1393","PP101","Agrimonia gryposepala"
"1394","PP101","Symphyotrichum drummondii"
"1395","PP102","Prunella vulgaris"
"1396","PP102","Solidago canadensis"
"1397","PP102","Sonchus species"
"1398","PP102","Symphyotrichum drummondii"
"1399","PP132","Ulmus americana"
"1400","PP134","Acer saccharum"
"1401","PP134","Impatiens capensis"
"1402","PP134","Rhamnus cathartica"
"1403","PP134","Rosa multiflora"
"1404","PP134","Sanicula gregaria"
"1405","PP134","Toxicodendron radicans"
"1406","PP143","Cardamine concatenata"
"1407","PP143","Erythronium albidum"
"1408","PP143","Prunus virginiana"
"1409","PP146","Erythronium albidum"
"1410","PP146","Maianthemum racemosum"
"1411","PP146","Trillium recurvatum"
"1412","Q110","Acer saccharum"
"1413","Q110","Allium tricoccum var. burdickii"
"1414","Q110","Cardamine concatenata"
"1415","Q110","Carex albursina"
"1416","Q110","Claytonia virginica"
"1417","Q110","Impatiens"
"1418","Q120","Cardamine concatenata"
"1419","Q122","Acer saccharum"
"1420","Q122","Cardamine concatenata"
"1421","Q122","Erythronium albidum"
"1422","Q122","Fraxinus americana"
"1423","Q129","Acer saccharum"
"1424","Q129","Cardamine concatenata"
"1425","Q129","Erythronium albidum"
"1426","Q129","Uvularia grandiflora"
"1427","Q132","Acer saccharum"
"1428","Q132","Alliaria petiolata"
"1429","Q132","Cardamine concatenata"
"1430","Q132","Claytonia virginica"
"1431","Q132","Floerkea proserpinacoides"
"1432","Q135","Acer saccharum"
"1433","Q135","Impatiens capensis"
"1434","Q96","Arisaema triphyllum"
"1435","Q96","Impatiens"
"1436","Q96","Symphyotrichum"
"1437","Q96","Trillium recurvatum"
"1438","QQ131","Arisaema triphyllum"
"1439","QQ131","Celtis occidentalis"
"1440","QQ131","Claytonia virginica"
"1441","QQ131","Maianthemum racemosum"
"1442","QQ131","Rosa multiflora"
"1443","QQ131","Sanicula gregaria"
"1444","QQ131","Viola sororia"
"1445","QQ132","Parthenocissus quinquefolia"
"1446","QQ133","Acer saccharum"
"1447","QQ133","Cardamine concatenata"
"1448","QQ133","Claytonia virginica"
"1449","QQ139","Acer saccharum"
"1450","QQ139","Alliaria petiolata"
"1451","QQ139","Arisaema triphyllum"
"1452","QQ139","Cardamine concatenata"
"1453","QQ139","Erythronium albidum"
"1454","QQ139","Euonymus alatus"
"1455","QQ139","Lonicera maackii"
"1456","QQ139","Maianthemum racemosum"
"1457","QQ139","Prunus virginiana"
"1458","QQ139","Quercus alba"
"1459","QQ139","Rhamnus cathartica"
"1460","QQ139","Viola pubescens"
"1461","QQ140","Cardamine concatenata"
"1462","QQ140","Erythronium albidum"
"1463","QQ140","Fraxinus"
"1464","QQ140","Geum canadense"
"1465","QQ140","Maianthemum racemosum"
"1466","QQ140","Trillium recurvatum"
"1467","QQ146","Alliaria petiolata"
"1468","QQ146","Erythronium albidum"
"1469","QQ146","Hydrophyllum virginianum"
"1470","QQ146","Impatiens capensis"
"1471","QQ146","Lonicera maackii"
"1472","QQ146","Maianthemum racemosum"
"1473","QQ146","Trillium recurvatum"
"1474","R109",""
"1475","R109","Cardamine concatenata"
"1476","R109","Impatiens"
"1477","R109","Trillium recurvatum"
"1478","R113","Cardamine concatenata"
"1479","R113","Claytonia virginica"
"1480","R113","Trillium recurvatum"
"1481","R116","Acer saccharum"
"1482","R116","Anemone quinquefolia"
"1483","R116","Cardamine concatenata"
"1484","R116","Carex"
"1485","R116","Claytonia virginica"
"1486","R116","Erythronium albidum"
"1487","R116","Uvularia grandiflora"
"1488","R128","Acer saccharum"
"1489","R128","Cardamine concatenata"
"1490","R128","Erythronium albidum"
"1491","R128","Podophyllum peltatum"
"1492","R75","Acer saccharum"
"1493","R75","Anemone quinquefolia"
"1494","R75","Anemonella thalictroides"
"1495","R75","Elymus"
"1496","R75","Erythronium albidum"
"1497","R75","Polygonatum biflorum"
"1498","R75","Rubus allegheniensis"
"1499","R75","Rubus idaeus subsp. strigosus"
"1500","R75","Toxicodendron radicans"
"1501","R79",""
"1502","R79","Alisma subcordatum"
"1503","R79","Galium"
"1504","R79","Sium suave"
"1505","R79","Sparganium eurycarpum"
"1506","R83","Carex"
"1507","R83","Elymus"
"1508","R83","Erythronium albidum"
"1509","R83","Fragaria virginiana"
"1510","R83","Impatiens"
"1511","R83","Potentilla simplex"
"1512","R83","Solidago ulmifolia"
"1513","R83","Symphyotrichum shortii"
"1514","R83","Trillium recurvatum"
"1515","R86","Ageratina altissima"
"1516","R86","Allium tricoccum var. burdickii"
"1517","R86","Erythronium albidum"
"1518","R86","Hackelia virginiana"
"1519","R86","Impatiens"
"1520","R86","Ranunculus hispidus"
"1521","R86","Symphyotrichum"
"1522","RR113","Circaea lutetiana"
"1523","RR113","Galium triflorum"
"1524","RR113","Osmorhiza aristata var. aristata"
"1525","RR126","Alliaria petiolata"
"1526","RR126","Circaea lutetiana"
"1527","RR126","Impatiens capensis"
"1528","RR126","Lonicera maackii"
"1529","RR128","Alliaria petiolata"
"1530","RR129","Alliaria petiolata"
"1531","RR129","Arisaema triphyllum"
"1532","RR129","Cardamine concatenata"
"1533","RR129","Carex"
"1534","RR129","Lonicera maackii"
"1535","RR129","Robinia pseudoacacia"
"1536","RR138","Cardamine concatenata"
"1537","RR138","Erythronium albidum"
"1538","RR138","Lonicera maackii"
"1539","RR138","Ribes missouriense"
"1540","RR138","Toxicodendron radicans"
"1541","RR139","Acer saccharum"
"1542","RR139","Cardamine concatenata"
"1543","RR139","Carex pensylvanica"
"1544","RR139","Erythronium albidum"
"1545","RR139","Fraxinus"
"1546","RR139","Maianthemum racemosum"
"1547","RR139","Trillium recurvatum"
"1548","RR139","Ulmus americana"
"1549","RR142","Cardamine concatenata"
"1550","RR142","Carya"
"1551","RR142","Erythronium albidum"
"1552","RR142","Trillium recurvatum"
"1553","S105","Acer saccharum"
"1554","S105","Cardamine concatenata"
"1555","S105","Claytonia virginica"
"1556","S105","Erythronium albidum"
"1557","S105","Podophyllum peltatum"
"1558","S111",""
"1559","S111","Cardamine concatenata"
"1560","S111","Erythronium albidum"
"1561","S111","Floerkea proserpinacoides"
"1562","S111","Geum canadense"
"1563","S111","Impatiens"
"1564","S111","Mertensia virginica"
"1565","S126","Acer saccharum"
"1566","S126","Allium canadense"
"1567","S126","Cardamine concatenata"
"1568","S126","Erythronium albidum"
"1569","S126","Fraxinus americana"
"1570","S126","Populus deltoides"
"1571","S134","Acer saccharum"
"1572","S134","Cardamine concatenata"
"1573","S134","Floerkea proserpinacoides"
"1574","S134","Impatiens capensis"
"1575","S134","Rhamnus cathartica"
"1576","T70","Alliaria petiolata"
"1577","T70","Camassia scilloides"
"1578","T70","Carex"
"1579","T70","Daucus carota"
"1580","T70","Elymus"
"1581","T70","Erythronium albidum"
"1582","T70","Lonicera maackii"
"1583","T70","Taraxacum campylodes"
"1584","S70","Alliaria petiolata"
"1585","S70","Camassia scilloides"
"1586","S70","Erythronium albidum"
"1587","S70","Galium aparine"
"1588","S70","Geum canadense"
"1589","S70","Impatiens"
"1590","S70","Phalaris arundinacea"
"1591","S70","Poa pratensis"
"1592","S70","Symphyotrichum drummondii"
"1593","S70","Toxicodendron radicans"
"1594","S72","Erythronium albidum"
"1595","S72","Impatiens"
"1596","S72","Polygonum virginianum"
"1597","S72","Rubus idaeus subsp. strigosus"
"1598","S72","Symphyotrichum lateriflorum"
"1599","S75",""
"1600","S75","Acer saccharum"
"1601","S75","Alliaria petiolata"
"1602","S75","Cardamine"
"1603","S75","Erythronium albidum"
"1604","S75","Parthenocissus quinquefolia"
"1605","S75","Polygonum virginianum"
"1606","S75","Rubus allegheniensis"
"1607","S86","Ageratina altissima"
"1608","S86","Allium canadense"
"1609","S86","Erythronium albidum"
"1610","S86","Solidago ulmifolia"
"1611","S86","Taraxacum campylodes"
"1612","S86","Viola sororia"
"1613","S97","Circaea lutetiana"
"1614","S97","Erythronium albidum"
"1615","S97","Rubus allegheniensis"
"1616","SS113","Acalypha virginica var. rhomboidea"
"1617","SS113","Circaea lutetiana"
"1618","SS113","Hackelia virginiana"
"1619","SS113","Impatiens capensis"
"1620","SS113","Maianthemum racemosum"
"1621","SS113","Rubus occidentalis"
"1622","SS113","Symphyotrichum drummondii"
"1623","SS136","Alliaria petiolata"
"1624","SS136","Allium canadense"
"1625","SS136","Arisaema triphyllum"
"1626","SS136","Cardamine concatenata"
